latitude,longitude
12.8490577,77.6782773
12.8492462,77.6786561
12.8494025,77.6790667
12.8495838,77.6794742
12.8473118,77.6770777
12.8475062,77.6762965
12.8470821,77.6778034
12.9394523,77.6226073
13.0181207,77.5627091
13.016619,77.5662895
13.0166177,77.5663003
12.9594985,77.5871448
12.9819079,77.594574
12.9819079,77.594574
12.8390385,77.6628233
12.8448087,77.6655701
12.8403961,77.6632313
12.8418705,77.6648841
12.8406669,77.663765
12.8409706,77.6641567
12.8407678,77.6638009
12.8418173,77.6648154
12.8423976,77.6651165
12.841234,77.6644099
12.8429554,77.6653409
12.8442038,77.6655435
12.845543,77.6655494
12.8454839,77.6655595
12.8454839,77.6655595
12.8454956,77.6644856
12.8454294,77.6647357
12.8454841,77.6644841
12.8454516,77.6636492
12.8454993,77.6635216
12.8454669,77.663089
12.8454464,77.6643266
12.8454664,77.6630859
12.8454993,77.6635216
12.8455274,77.6626126
12.8454795,77.6625951
12.8455585,77.6616871
12.8451703,77.660423
12.8454989,77.6619189
12.8455056,77.6616215
12.8451787,77.6602031
12.8440616,77.6604116
12.8435111,77.6604469
12.8434285,77.6608182
12.8444882,77.6603768
12.8433381,77.6611359
12.8433138,77.6619738
12.8451908,77.6602041
12.8433029,77.6615587
12.8419493,77.662637
12.8414041,77.6628832
12.8451595,77.6604121
12.84327,77.6604214
12.8427415,77.6622214
12.8433747,77.6607603
12.8433764,77.6612048
12.8432739,77.6618371
12.8429713,77.6621283
12.8419493,77.662637
12.8409456,77.6630935
12.8431847,77.662285
12.84232,77.6624205
12.9668452,77.6369939
12.9168243,77.6030874
12.9167772,77.5950086
12.9167537,77.5950167
12.9167713,77.5950146
12.920602,77.5895946
12.9216424,77.5859367
13.0160814,77.6292835
12.945515,77.5861466
12.9435819,77.5827563
12.9432055,77.5972778
12.9429558,77.597316
12.9895132,77.5556876
12.9900855,77.5524627
12.9888421,77.574076
12.9882051,77.5769962
12.9844624,77.5822413
12.9683345,77.594794
13.0285451,77.5401729
13.0263043,77.5440399
13.0077747,77.5484371
13.0077737,77.5484411
13.0077542,77.5484352
13.007754,77.5484376
13.0437872,77.6007539
13.0437768,77.6004709
13.0429086,77.5906688
13.0429792,77.5902772
13.0427368,77.5900841
13.04703,77.5686184
13.0470012,77.568617
13.0417687,77.5471774
13.0417889,77.5471962
13.0417811,77.5472043
12.9493778,77.5883173
12.9493827,77.5883217
12.9493875,77.5883172
12.9493826,77.5883145
12.9498333,77.5863766
12.9506626,77.5833102
12.950645,77.5833061
12.9642373,77.5941268
12.9494164,77.5830004
12.9483407,77.5808103
12.9483446,77.5806051
12.9645693,77.6132805
12.964568,77.6132986
12.9614705,77.6148295
12.9614764,77.6148529
12.9585031,77.612154
12.9662493,77.612279
12.9662578,77.6122937
13.0146822,77.567754
13.0146956,77.5677557
13.0135157,77.5689577
13.0135125,77.5689737
13.005545,77.5692252
13.0068784,77.5495475
13.0068837,77.5495666
13.006883,77.5495582
13.0042853,77.5499576
13.004301,77.5499542
12.9833414,77.549816
12.9833359,77.5498208
12.9833444,77.5498315
12.8733321,77.5641536
12.9518278,77.6052734
12.9518578,77.6052721
12.9518683,77.6053056
12.9550211,77.6142156
12.9550214,77.614224
12.955024,77.6142196
12.9975976,77.5504371
12.930633,77.6338179
12.9308913,77.6241742
12.9342439,77.6260045
12.9304322,77.6267949
12.9306306,77.6290299
12.9348902,77.6249929
12.942132,77.6230456
12.942132,77.6230456
12.942132,77.6230456
13.0385324,77.5046162
13.0023644,77.553193
12.8446894,77.6748769
12.8449472,77.6760372
12.844888,77.6790717
12.8449332,77.6800527
12.8449509,77.6809695
12.8449322,77.6770716
12.8456897,77.6810744
12.8468248,77.6807624
12.943651,77.6076654
12.8832575,77.54868
13.0019559,77.6120305
13.0139833,77.5656022
13.0019559,77.6120305
13.014601,77.5728034
13.0146487,77.5736569
13.014601,77.5728034
13.0145515,77.584028
13.0126394,77.5690565
13.0139833,77.5656022
13.0145515,77.584028
12.9767599,77.6393702
12.9588867,77.6355696
12.9900333,77.5524567
12.9875066,77.5543222
12.9751227,77.5758389
12.9751286,77.5758429
12.9712015,77.5835599
12.971191,77.5835747
12.9669001,77.5874475
12.9665989,77.6087201
12.9670605,77.6111645
12.9670613,77.6111767
12.9512739,77.5951856
12.9512723,77.5951665
12.9512851,77.5951722
12.9549423,77.605323
12.9573968,77.6050736
12.9573367,77.6051179
12.9591945,77.6054679
12.9584502,77.6037389
12.9584231,77.6037298
12.9584162,77.6037536
12.9584476,77.6037647
12.9645523,77.6057629
13.0080264,77.5561494
13.0080238,77.5561642
13.0145931,77.5837554
13.0145931,77.5837447
13.0146084,77.5728029
13.0146102,77.5727977
13.0146109,77.5728078
13.0140534,77.5655214
13.0140564,77.5655137
13.0041102,77.5499488
13.0040991,77.5499348
12.9796696,77.5819483
13.0120268,77.5689764
13.0120555,77.5689711
12.9877063,77.5507406
12.9877035,77.5507197
12.9877091,77.5507046
12.9877133,77.5507284
12.9961473,77.5508624
12.9991501,77.5487635
12.9991419,77.5487738
13.0099524,77.5905759
13.0099639,77.5905759
13.0099583,77.5905685
12.9709103,77.6047055
12.9680692,77.6002369
12.9680509,77.6002423
12.9680607,77.6002423
12.9679973,77.6001766
12.9679947,77.6001618
12.9706464,77.5920206
12.9683436,77.5894256
13.0552884,77.6449047
13.0552889,77.6449068
13.0552882,77.6449092
